target,horizon,spatial_fold,temporal_fold,group,importance
c_maize_fao,1,0,2,Autoregressive,0.9678623080253601
c_maize_fao,1,0,2,Climate Index,0.0030341302044689655
c_maize_fao,1,0,2,Conflict,0.0004591215692926198
c_maize_fao,1,0,2,FLDAS,0.0033006793819367886
c_maize_fao,1,0,2,Spatial ID,0.021317332983016968
c_maize_fao,1,0,2,Static,0.0007844434585422277
c_maize_fao,1,0,2,Temporal,0.002120204735547304
c_maize_fao,1,0,2,Vegetation,0.001121757784858346
c_maize_fao,1,1,0,Autoregressive,0.9336403608322144
c_maize_fao,1,1,0,Climate Index,0.023077936843037605
c_maize_fao,1,1,0,Conflict,0.000930474721826613
c_maize_fao,1,1,0,FLDAS,0.009082125499844551
c_maize_fao,1,1,0,Spatial ID,0.020506231114268303
c_maize_fao,1,1,0,Static,0.001497661112807691
c_maize_fao,1,1,0,Temporal,0.008886296302080154
c_maize_fao,1,1,0,Vegetation,0.002378973178565502
c_maize_fao,1,1,1,Autoregressive,0.969244122505188
c_maize_fao,1,1,1,Climate Index,0.009070922620594501
c_maize_fao,1,1,1,Conflict,0.0009771708864718676
c_maize_fao,1,1,1,FLDAS,0.005055568180978298
c_maize_fao,1,1,1,Spatial ID,0.008132321760058403
c_maize_fao,1,1,1,Static,0.0010551477316766977
c_maize_fao,1,1,1,Temporal,0.0049671595916152
c_maize_fao,1,1,1,Vegetation,0.001497646328061819
c_maize_fao,1,1,2,Autoregressive,0.9742605090141296
c_maize_fao,1,1,2,Climate Index,0.007445944473147392
c_maize_fao,1,1,2,Conflict,0.0006191794527694583
c_maize_fao,1,1,2,FLDAS,0.0050071668811142445
c_maize_fao,1,1,2,Spatial ID,0.00646378705278039
c_maize_fao,1,1,2,Static,0.001035404158756137
c_maize_fao,1,1,2,Temporal,0.0036808145232498646
c_maize_fao,1,1,2,Vegetation,0.0014870800077915192
c_maize_fao,1,2,0,Autoregressive,0.9537345767021179
c_maize_fao,1,2,0,Climate Index,0.01201552338898182
c_maize_fao,1,2,0,Conflict,0.0008975676610134542
c_maize_fao,1,2,0,FLDAS,0.007596280891448259
c_maize_fao,1,2,0,Spatial ID,0.015511400997638702
c_maize_fao,1,2,0,Static,0.001448610913939774
c_maize_fao,1,2,0,Temporal,0.0059908302500844
c_maize_fao,1,2,0,Vegetation,0.0028053175192326307
c_maize_fao,1,2,1,Autoregressive,0.8985277414321899
c_maize_fao,1,2,1,Climate Index,0.005072175525128841
c_maize_fao,1,2,1,Conflict,0.0004256956744939089
c_maize_fao,1,2,1,FLDAS,0.00324875395745039
c_maize_fao,1,2,1,Spatial ID,0.08782591670751572
c_maize_fao,1,2,1,Static,0.0007328042411245406
c_maize_fao,1,2,1,Temporal,0.0029184548184275627
c_maize_fao,1,2,1,Vegetation,0.0012483381433412433
c_maize_fao,1,2,2,Autoregressive,0.9700025916099548
c_maize_fao,1,2,2,Climate Index,0.0031872973777353764
c_maize_fao,1,2,2,Conflict,0.0004666521563194692
c_maize_fao,1,2,2,FLDAS,0.002631731331348419
c_maize_fao,1,2,2,Spatial ID,0.020039202645421028
c_maize_fao,1,2,2,Static,0.000514115730766207
c_maize_fao,1,2,2,Temporal,0.0021263277158141136
c_maize_fao,1,2,2,Vegetation,0.0010320511646568775
c_maize_fao,1,3,0,Autoregressive,0.9432929754257202
c_maize_fao,1,3,0,Climate Index,0.020177647471427917
c_maize_fao,1,3,0,Conflict,0.0009159453329630196
c_maize_fao,1,3,0,FLDAS,0.008108681999146938
c_maize_fao,1,3,0,Spatial ID,0.012790109030902386
c_maize_fao,1,3,0,Static,0.0013862138148397207
c_maize_fao,1,3,0,Temporal,0.011284475214779377
c_maize_fao,1,3,0,Vegetation,0.0020439664367586374
c_maize_fao,1,3,1,Autoregressive,0.9593918323516846
c_maize_fao,1,3,1,Climate Index,0.007764292415231466
c_maize_fao,1,3,1,Conflict,0.0006660348735749722
c_maize_fao,1,3,1,FLDAS,0.005487324669957161
c_maize_fao,1,3,1,Spatial ID,0.019564663991332054
c_maize_fao,1,3,1,Static,0.0008420037338510156
c_maize_fao,1,3,1,Temporal,0.004820645786821842
c_maize_fao,1,3,1,Vegetation,0.0014632262755185366
c_maize_fao,1,3,2,Autoregressive,0.9753775000572205
c_maize_fao,1,3,2,Climate Index,0.005909943487495184
c_maize_fao,1,3,2,Conflict,0.0005232947878539562
c_maize_fao,1,3,2,FLDAS,0.004335831385105848
c_maize_fao,1,3,2,Spatial ID,0.008176421746611595
c_maize_fao,1,3,2,Static,0.0008262947667390108
c_maize_fao,1,3,2,Temporal,0.003582715755328536
c_maize_fao,1,3,2,Vegetation,0.0012681151274591684
c_maize_fao,1,4,0,Autoregressive,0.9339770078659058
c_maize_fao,1,4,0,Climate Index,0.01833054982125759
c_maize_fao,1,4,0,Conflict,0.0007238775724545121
c_maize_fao,1,4,0,FLDAS,0.007445479743182659
c_maize_fao,1,4,0,Spatial ID,0.02746778540313244
c_maize_fao,1,4,0,Static,0.0012474883114919066
c_maize_fao,1,4,0,Temporal,0.00876755639910698
c_maize_fao,1,4,0,Vegetation,0.0020402274094522
c_maize_fao,1,4,1,Autoregressive,0.9700778126716614
c_maize_fao,1,4,1,Climate Index,0.007356648799031973
c_maize_fao,1,4,1,Conflict,0.0005586575716733932
c_maize_fao,1,4,1,FLDAS,0.0046166726388037205
c_maize_fao,1,4,1,Spatial ID,0.010611080564558506
c_maize_fao,1,4,1,Static,0.00082293467130512
c_maize_fao,1,4,1,Temporal,0.0044818418100476265
c_maize_fao,1,4,1,Vegetation,0.0014744843356311321
c_maize_fao,1,4,2,Autoregressive,0.9756130576133728
c_maize_fao,1,4,2,Climate Index,0.005570171866565943
c_maize_fao,1,4,2,Conflict,0.0004977897042408586
c_maize_fao,1,4,2,FLDAS,0.004010871984064579
c_maize_fao,1,4,2,Spatial ID,0.009267009794712067
c_maize_fao,1,4,2,Static,0.000783217023126781
c_maize_fao,1,4,2,Temporal,0.003022979013621807
c_maize_fao,1,4,2,Vegetation,0.0012348704040050507
c_maize_fao,2,0,0,Autoregressive,0.3197011649608612
c_maize_fao,2,0,0,Climate Index,0.012765223160386086
c_maize_fao,2,0,0,Conflict,0.0005668220692314208
